Name,Size,Room,Fee,Endprice,KvMPrice,Saledate,City,District,TypeOfProperty
Sundsta Torg,54.0,2,1357,2400000,44444,,,,
Sundsta Torg,53.5,2,1357,1950000,36449,,,,
Sundsta Torg,56.5,2,1420,1950000,34513,,,,
Brf Sundstatorg,33.0,1,829,1200000,36364,,,,
Nygatan 14,232.0,9,,2850000,,,,,
Hamngatan 43C,73.0,3,5141,1415000,19384,,,,
Dukvägen 27,51.0,2,3117,3125000,61275,,,,
Tegelladsgatan 9,102.0,4,,1350000,,,,,
Abbekåsgatan 10B,34.0,1,3147,1095000,32206,,,,
Narvavägen 4 B,50.0,2,2117,8900000,178000,,,,
Karlsborgsvägen 131,113.0,5,,1140000,,,,,
Bokvägen 24,45.0,3,,550000,,,,,
Ängslyckan 73,130.0,6,5512,2775000,21346,,,,
Brahegatan 10B,33.0,2,2510,1750000,53030,,,,
Södra Vägen 35,61.0,2,3032,2930000,48033,,,,
Nabbenvägen 10,31.0,1,,965000,,,,,
Kullabergsvägen 6,132.0,6,,4800000,,,,,
"Kampementsgatan 8, 2 tr",116.2,4,5886,10500000,90361,,,,
Visbyvägen 2,61.0,2,4452,655000,10738,,,,
Vikingavägen 47D,68.0,2,4629,1050000,15441,,,,
Östra Sundskogsvägen 62A,56.0,2,3492,1780000,31786,,,,
Blåbärsstigen 4,148.0,5,,2400000,,,,,
Farfars väg 15B,135.0,4,,9510000,,,,,
Föraregatan 2F,38.0,1,2946,125000,3289,,,,
Immestad 300,90.0,6,,900000,,,,,
Spele-Bengts väg 9,114.0,5,,2600000,,,,,
Skutvikshagen 8,82.0,3,4546,5500000,67073,,,,
Kungsängsgatan 23,24.5,1,1161,1825000,74490,,,,
Kollandsvik stuga nr 72,1.0,1,,550000,,,,,
Folkparken 2,48.5,2,3290,1850000,38144,,,,
"Frögatan 1, 4 tr",109.8,4,5368,6700000,61020,,,,
Skivlingsvägen 2A,100.0,4,5325,2530000,25300,,,,
Bror Engkvists Gata 30,38.7,2,,320000,,,,,
Valhallavägen 65C,54.0,2,3160,470000,8704,,,,
Odenvägen 5,100.0,4,,1500000,,,,,
Limhamns Stationsväg 32,140.0,6,7877,5650000,40357,,,,
Brunekullevägen 25,1.0,056,,1875000,,,,,
"Skridskovägen 14, vån 3 / 3",54.0,2,3044,2850000,52778,,,,
Kantgatan 9B,57.5,2,3382,1150000,20000,,,,
Flädergatan 7,137.0,7,,3300000,,,,,
Kronängsvägen 23,61.0,2,3732,2300000,37705,,,,
Glissjöberg 333,108.0,4,,780000,,,,,
Rutenlund (Tomt 3),4.0,375,,925000,,,,,
Steglitsvägen 3A,84.0,3,4938,2900000,34524,,,,
Lagergrensgatan 20,45.0,2,2550,1385000,30778,,,,
Kung Oskars väg 5B,61.0,"2,5",3007,3175000,52049,,,,
Östadsvägen 256,95.0,+5,,3300000,,,,,
Bergstigen 16,155.0,6,,8600000,,,,,
"Lorensbergsgatan 5B, 2 tr",39.0,2,1922,3800000,97436,,,,
Bokvägen 23,45.0,3,,750000,,,,,
Priorsgatan 11,128.0,6,,6950000,,,,,
Snorres väg 213,63.5,2,3491,875000,13780,,,,
Kolonigatan 10A,110.0,4,6836,1950000,17727,,,,
"Bastugatan 2, 2 tr",95.0,4,4785,8950000,94211,,,,
Van Dürens väg 22,42.0,2,2653,1565000,37262,,,,
Kapellgatan 14,48.0,1,3100,2300000,47917,,,,
Gustavsgatan 15,62.0,2,3557,1350000,21774,,,,
"Klas Klättermus Gata 7, vån 4",95.0,4,4833,5650000,59474,,,,
Slättängsgatan 23B,85.5,3,6059,2450000,28655,,,,
Längjum Stora Gäran 4,100.0,5,,1625000,,,,,
"Hildebergsvägen 12, 2tr",58.0,2,4146,3625000,62500,,,,
Korpgatan 19A,91.2,3,5207,1800000,19737,,,,
Dalkarlså 257,3.0,720,,150000,,,,,
Manillagatan 30,71.5,2,4616,1625000,22727,,,,
Köpmangatan 5,194.0,7,,3900000,,,,,
"Hammarby Allé 119, 2 tr",87.0,"3,5",4936,5400000,62069,,,,
Flogstagatan 7,129.0,6,,510000,,,,,
Fredrikshögsgatan 1,174.0,7,,6300000,,,,,
"Bågljusvägen 5, 3 tr",82.0,3,4838,6495000,79207,,,,
"Kungsholms Strand 109, 3 tr",87.0,4,5174,8370000,96207,,,,
Kornvägen 20,161.0,6,,575000,,,,,
Bergsgatan 39,73.0,3,1608,7500000,102740,,,,
Mästerby Sallmunds 502,142.0,6,,2200000,,,,,
Mandelstensvägen 47,66.0,2,3882,1250000,18939,,,,
Rosenholmsvägen 9B,80.0,3,7241,695000,8688,,,,
Marietorps Allé 29A,119.0,5,7740,6100000,51261,,,,
Ellberga 3,103.0,4,,3375000,,,,,
Johanneshöjden 2,103.0,4,5826,2975000,28883,,,,
Isbergs gata 10A,93.0,3,5076,4500000,48387,,,,
Ringduvevägen 72,131.0,4,,4900000,,,,,
Bökebergsgatan 10C,72.5,3,5036,1395000,19241,,,,
"Torsgatan 70, gårdsläge",31.0,1,1946,3425000,110484,,,,
Optikvägen 8B,85.0,4,5523,6900000,81176,,,,
Rönnvägen 7,131.0,7,,2500000,,,,,
Lokföraregatan 15B,55.0,2,4151,2395000,43545,,,,
Storgatan 52A,71.5,2,4724,1600000,22378,,,,
Timotejvägen 27,97.0,4,,450000,,,,,
Östra Farmvägen 19Bb,55.0,2,9533,700000,12727,,,,
Västra bernadottesgatan 25A,55.5,2,3063,1310000,23604,,,,
Klörupsvägen 29A,63.0,2,4199,1290000,20476,,,,
Stensborgsgatan 54F,104.0,4,3558,3275000,31490,,,,
Marsvägen 8,72.5,3,3484,1220000,16828,,,,
Näsby 1,35.0,2,,1300000,,,,,
Stora Gråbrödersgatan 12,72.0,3,4389,4575000,63542,,,,
Mörmovägen 12A,38.7,1,3100,525000,13566,,,,
Ankdammsgatan 33,95.0,4,5077,4300000,45263,,,,
Sommargatan 29,95.0,3,4968,6100000,64211,,,,
Biskops-Arnövägen 3,63.0,3,,2300000,,,,,
Ormvråksgatan 12,88.0,3,4807,1900000,21591,,,,
Börjegatan 55,70.0,2,4113,2485000,35500,,,,
Plantagegränd 5,105.0,"3,5",6316,4300000,40952,,,,
Auravägen 39,65.7,3,5055,4600000,70015,,,,
Solskensgatan 1,51.0,2,2827,1900000,37255,,,,
Ekhagsvägen 10,23.0,1,1867,2400000,104348,,,,
Rosenvingegatan 9,117.0,7,,6200000,,,,,
Ringvägen 1L,47.0,2,2816,1550000,32979,,,,
Stenbrottsgatan 1,67.0,3,4169,4370000,65224,,,,
Aron Lindgrens Väg 10,66.5,2,4350,2995000,45038,,,,
Fjälkingegatan 6B,51.5,2,3198,395000,7670,,,,
Vendergatan 9,96.0,4,4992,3800000,39583,,,,
"Infanterigatan 23, vån 10",80.5,3,4136,4050000,50311,,,,
Öppinge 674,87.0,3,,1850000,,,,,
Hökaregränd 2,49.0,2,2850,1000000,20408,,,,
Östantorpsvägen 15,154.0,7,,2795000,,,,,
Mjärdesvägen 27,150.0,7,,4725000,,,,,
Västgärde Werkmästgatan 8,60.0,3,,685000,,,,,
Edbomsviken 111,84.0,4,,1370000,,,,,
Jeppsagård 4D,121.2,4,6860,2000000,16502,,,,
Jägaregatan 278,82.3,4,4966,2830000,34386,,,,
"Solbergsvägen 62 - ""Charlottenlund""",232.0,+115,,10700000,,,,,
Rosenlund 32,108.0,5,4972,3150000,29167,,,,
Fritidsområdet Västervall 72,50.0,3,,2350000,,,,,
Bergsvägen 8,142.0,5,,8000000,,,,,
Oskarströmsvägen 69,156.0,6,,1950000,,,,,
Stenkullavägen 20,238.0,6,,22300000,,,,,
Milles väg 42,224.0,7,,13200000,,,,,
Timmervägen 24,161.0,7,,2475000,,,,,
Vasagatan 2B,123.0,4,6410,2595000,21098,,,,
Erikslundsgatan 45,134.0,3,,1875000,,,,,
Sikvägen 44,59.0,2,4043,2050000,34746,,,,
Illergatan 32,80.0,4,6571,1550000,19375,,,,
Yttersvängen 19,104.0,5,,2650000,,,,,
Solgatan 8,106.0,6,,1050000,,,,,
Södra Vägen 28B,57.0,4,,7625000,,,,,
Intagsgatan 16B,87.0,3,5399,1400000,16092,,,,
Vallhöjdsvägen 27,52.0,2,3055,2295000,44135,,,,
Östra Stallmästaregatan 10,70.0,3,4767,2800000,40000,,,,
Nytorpsvägen 5A,140.0,10,,7670000,,,,,
Vädurens gata 221,83.0,3,5819,1400000,16867,,,,
Maskinistvägen 7,47.0,2,3075,2075000,44149,,,,
Helsjön Skogsbo,128.0,5,,3800000,,,,,
Södra Ringvägen 39,56.0,2,3708,205000,3661,,,,
Stormvägen 3,186.0,7,,4350000,,,,,
Strandbackevägen 7,143.0,6,,2175000,,,,,
"Garvis Carlssons gata 24, plan 6",63.0,2,4253,3600000,57143,,,,
Musselvägen 17,173.0,7,,5000000,,,,,
Båteviksliden 6,55.0,4,,3000000,,,,,
Ältavägen 180,1.0,838,,3820000,,,,,
Grevgatan 23 C,40.0,2,2332,4800000,120000,,,,
"Lugnets allé 23, 5tr",103.0,4,6007,7700000,74757,,,,
Södra Storängsvägen 52B,99.5,4,5453,1100000,11055,,,,
Jonsvägen 3,105.0,5,,2700000,,,,,
Stralsundsvägen 96,40.0,1,3144,1450000,36250,,,,
Blåmesvägen 6B,104.0,4,5173,1650000,15865,,,,
Bojgränd 22,150.0,7,9476,6595000,43967,,,,
Viktoriagatan 15B,62.0,2,3740,4550000,73387,,,,
Sliparevägen 5A,67.0,3,5017,560000,8358,,,,
Östergatan 3,143.0,6,,825000,,,,,
Nynäsvägen 66,87.5,3,6541,2150000,24571,,,,
Tornedalsgatan 24,146.0,7,4271,5650000,38699,,,,
Vitemöllegatan 10F,24.0,1,2091,750000,31250,,,,
Ryttmästaregatan 9a,63.5,2,3120,1750000,27559,,,,
Julrosvägen 55,103.5,4,6109,1325000,12802,,,,
Engelbrektsgatan 18,29.0,1,2533,350000,12069,,,,
Östanvindsgatan 30,150.0,5,,4500000,,,,,
Uls-Väsby 74,117.0,5,,3995000,,,,,
Bandtraktorgatan 2,72.0,3,4645,2150000,29861,,,,
Grafiska vägen 4A,49.5,2,3346,2600000,52525,,,,
Furuvägen 5,180.0,7,,5750000,,,,,
Stämplarvägen 3,152.0,8,,4900000,,,,,
Sätunavägen 14C,60.0,2,4701,1340000,22333,,,,
Birger Jarlsgatan 107A,112.0,4,6880,11000000,98214,,,,
Beryllgatan 72,81.5,3,5407,2350000,28834,,,,
Bältebergavägen 574,,,,,,,,,
Runebergsgatan 10,133.0,6,,6800000,,,,,
Svartbäcksgatan 78B,41.9,2,3163,1670000,39857,,,,
Per lokförares gränd 2,123.0,4,,6000000,,,,,
Åkervägen 23,216.0,6,,7550000,,,,,
Borensvägen 54,42.0,2,2449,2650000,63095,,,,
Stenåldersvägen 25,117.0,5,,2600000,,,,,
Smittegårdsvägen 28,76.5,3,3621,800000,10458,,,,
"Härjedalsgatan 114, Vån 3+4",92.0,4,5143,3320000,36087,2023-09-30,Stockholms kommun,Vällingby Centrum,Lägenhet
Laxholmsbacken 66,124.0,5,,3500000,,2023-09-30,Stockholms kommun,Vårberg,Radhus
Åvägen 9,107.0,4,,2295000,,2023-09-30,Tidaholms kommun,Centrum,Villa
Nevisborg 65,165.0,6,9036,2100000,12727,2023-09-30,Staffanstorps kommun,Nevisborg,Radhus
Verkstadsvägen 14,115.0,5,,4450000,,2023-09-30,Jönköpings kommun,Bankeryd,Villa
Snödroppsgränd 29,23.0,1,1592,1400000,60870,2023-09-30,Stockholms kommun,Hässelby Norra Villastad,Lägenhet
"Klippgatan 12C, Vån 6 av 8!",57.5,2,2944,3250000,56522,2023-09-30,Solna kommun,Solna Centrum,Lägenhet
Marknadsvägen 39,81.0,3,4436,3500000,43210,2023-09-30,Täby kommun,Täby Centrum,Lägenhet
Brännkyrkagatan 45,89.0,"3,5",4727,10000000,112360,2023-09-30,Stockholms kommun,Södermalm,Lägenhet
Stensåkervägen 102,132.0,6,,2600000,,2023-09-30,Malmö kommun,Oxie Kyrkby,Radhus
Bergavägen 70,80.0,3,5699,2650000,33125,2023-09-30,Österåkers kommun,Centrala Åkersberga,Lägenhet
Sunnanväg 18K,88.5,3,4740,2230000,25198,2023-09-30,Lunds kommun,Klostergården,Lägenhet
"Storgatan 76B, vån 5",122.0,5,7017,6200000,50820,2023-09-30,Solna kommun,Huvudsta,Lägenhet
Ursviks Allé 35,59.0,3,4226,2675000,45339,2023-09-30,Sundbybergs kommun,Ursvik,Lägenhet
Gnejsvägen 3,107.0,7,,4700000,,2023-09-30,Trosa kommun,Trosa Västra Fän,Villa
Köpenhamnsvägen 18B,60.8,2,4013,2015000,33141,2023-09-30,Malmö kommun,Slottsstaden / Dammfri,Lägenhet
Nobelvägen 6B,67.0,"2,5",2930,1640000,24478,2023-09-30,Malmö kommun,Dalaplan,Lägenhet
Sälggatan 53,65.8,3,3486,1410000,21429,2023-09-30,Jönköpings kommun,Ekhagen,Lägenhet
Bofinksvägen 4,84.0,3,5935,570000,6786,2023-09-30,Västerås kommun,Råby,Lägenhet
Spovvägen 50,113.0,5,,3100000,,2023-09-30,Håbo kommun,Bålsta Västerängen,Villa
Nobelvägen 85B,49.5,2,2408,1530000,30909,2023-09-30,Malmö kommun,Folkets Park,Lägenhet
Lilla Oppen 14A,55.0,3,,1770000,,2023-09-30,Tanums kommun,Tanumshede,Fritidshus
Närlunda Eriksberg 1,97.0,4,,350000,,2023-09-30,Karlsborgs kommun,Undenäs,Villa
Näset Raskensvägen 8,105.0,5,,1300000,,2023-09-30,Rättviks kommun,Furudal,Villa
Centralvägen 5,82.0,3,4083,3695000,45061,2023-09-30,Solna kommun,Solna C,Lägenhet
Gustav III:s väg 13,42.0,2,2685,3000000,71429,2023-09-30,Stockholms kommun,Bromma - Abrahamsberg,Lägenhet
Klappsta 234,143.0,5,,1150000,,2023-09-30,Kramfors kommun,Ullånger,Villa
Kvarnvägen 3,108.0,5,,2600000,,2023-09-30,Borås kommun,Rydboholm,Villa
Ödestugu Nyholm 1,115.0,4,,3100000,,2023-09-30,Jönköpings kommun,Ödestugu,Villa
Lilla Oppen 14C,76.0,3,,2250000,,2023-09-30,Tanums kommun,Tanumshede,Villa
Västra Tvärgången 2 Lgh 1101,77.0,3,5141,1950000,25325,2023-09-30,Helsingborgs kommun,Ringstorp,Lägenhet
Västra Alstads byaväg 74,71.0,2,,975000,,2023-09-30,Trelleborgs kommun,Alstad,Villa
Stensnäsvägen 38,87.0,4,6073,7100000,81609,2023-09-30,Österåkers kommun,Stensnäs,Lägenhet
"Tollare kaj 8, 4 tr",41.0,2,3164,2680000,65366,2023-09-30,Nacka kommun,Tollare,Lägenhet
Albyvägen 22,150.0,7,,895000,,2023-09-30,,,
Svinövägen 19,141.0,5,,5100000,,2023-09-30,Kalmar kommun,Svinö,Radhus
Gässlingavägen 3 C,76.5,3,3973,2100000,27451,2023-09-30,Lunds kommun,Klosters Fälad,Lägenhet
Hagavägen 4D,74.0,3,4940,1650000,22297,2023-09-30,Alingsås kommun,Alingsås,Lägenhet
Biodlarvägen 43,55.0,2,2966,1235000,22455,2023-09-30,Lilla Edets kommun,Göta Och Ryrsjön,Lägenhet
Glasbrukskajen 10 C,80.0,3,4286,3850000,48125,2023-09-30,Malmö kommun,Limhamns Sjöstad,Lägenhet
Södra Apollovägen 43,53.0,2,2880,1450000,27358,2023-09-30,Jönköpings kommun,Gamla Vättersnäs,Lägenhet
Östergårdsvägen 14,139.0,6,,6300000,,2023-09-30,Upplands Väsby kommun,Fresta,Villa
Björnskogsvägen 28,81.6,3,4964,2530000,31005,2023-09-30,Värmdö kommun,Lugnet,Lägenhet
Västra Måttan 3,2.0,508,,1395000,,2023-09-30,Håbo kommun,Häggeby Måttan,Tomt
Bordsvägen 68,68.0,3,3792,3725000,54779,2023-09-30,Stockholms kommun,Gubbängen - Enskede,Lägenhet
Götavägen 1,225.0,8,,13200000,,2023-09-30,Uppsala kommun,Kåbo,Villa
Oxbrovägen 23,125.0,4,6324,5850000,46800,2023-09-30,Stockholms kommun,Bandhagen,Radhus
"Fatburstrappan 18, 12tr",64.0,2,2760,5950000,92969,2023-09-30,Stockholms kommun,Södermalm-Maria,Lägenhet
Stallgatan 14A,66.0,3,3618,1780000,26970,2023-09-30,Upplands Väsby kommun,Smedby,Lägenhet
Engholmsgatan 22 B,67.0,3,3525,1430000,21343,2023-09-30,Karlstads kommun,Lamberget,Lägenhet
Mölltorpsvägen 12,73.8,3,3808,350000,4743,2023-09-30,Tibro kommun,Fagersanna / Ransberg,Lägenhet
Timmervägen 8B,68.0,3,4314,1780000,26176,2023-09-30,Strängnäs kommun,Dammen,Lägenhet
Planteringsvägen 102C,71.5,3,5393,1245000,17413,2023-09-30,Helsingborgs kommun,Miatorp,Lägenhet
Sturegatan 11B,53.0,2,2736,2150000,40566,2023-09-30,Jönköpings kommun,Torpa/Söder,Lägenhet
Soltergatan 1H,62.0,"2,5",3329,1495000,24113,2023-09-30,Ystads kommun,Västervång,Lägenhet
Fullmånegatan 16,90.0,4,6373,2500000,27778,2023-09-30,Göteborgs kommun,Kortedala,Lägenhet
Nilssonsberg 21  /  Västergatan 5,80.0,3,3577,4050000,50625,2023-09-30,Göteborgs kommun,Linné/ Annedal,Lägenhet
Linnås Sörgården 1,116.0,6,,1100000,,2023-09-30,Vaggeryds kommun,Skillingaryd,Villa
Bellmansgatan 98,97.0,4,4903,2300000,23711,2023-09-30,Uppsala kommun,LÖTEN,Lägenhet
Hummelbolsvägen 23,75.0,2,,5035000,,2023-09-30,Norrtälje kommun,Rånäs,Villa
Falkgatan 1,85.0,4,,1000000,,2023-09-30,Ulricehamns kommun,Blidsberg,Villa
Terapivägen 18E,37.0,2,2859,1450000,39189,2023-09-30,Huddinge kommun,Flemingsberg,Lägenhet
Götalandsvägen 245,78.0,"3,5",4049,3500000,44872,2023-09-30,Stockholms kommun,Älvsjöstaden,Lägenhet
Packhusgatan 21B,44.0,2,3645,1725000,39205,2023-09-30,Malmö kommun,Limhamn,Lägenhet
Östersnäsvägen 13,172.0,6,,9650000,,2023-09-30,Mölndals kommun,Sjövalla,Villa
Bruksgatan 33C,41.0,1,3083,850000,20732,2023-09-30,Ängelholms kommun,Centrum,Lägenhet
Falkmansgatan 5A,86.0,3,4934,2575000,29942,2023-09-30,Malmö kommun,Lorensborg,Lägenhet
Nydalavägen 12,83.0,4,4354,2750000,33133,2023-09-30,Umeå kommun,Berghem,Lägenhet
Kabeluddsvägen 12,111.0,4,4275,5400000,48649,2023-09-30,Täby kommun,Gribbylund,Lägenhet
Olivedalsgatan 15B,78.0,"2,5",4673,5555000,71218,2023-09-30,Göteborgs kommun,Linnéstaden,Lägenhet
Åkervägen 35,150.0,6,,2200000,,2023-09-30,Klippans kommun,Klippan Söndraby,Villa
Stora skårholmen stuga nr. 14,83.9,5,,1080000,,2023-09-30,Karlstads kommun,Karlstad,Fritidshus
Karl Martins väg 8,39.0,1,2949,1300000,33333,2023-09-30,Vaxholms kommun,Petersberg,Lägenhet
Näsbyvägen 54B,148.0,6,,1995000,,2023-09-30,Sandvikens kommun,Storvik,Villa
Sörmarksgatan 58,112.0,5,,2970000,,2023-09-30,Borås kommun,Sörmarken,Villa
Örsvängen 7,69.0,2,3421,2512500,36413,2023-09-30,Sundbybergs kommun,Ör,Lägenhet
Sjöåkravägen 48B,72.0,3,3698,1550000,21528,2023-09-30,Jönköpings kommun,Sjöåkra,Lägenhet
Regementsgatan 31A,78.0,3,4826,3250000,41667,2023-09-30,Malmö kommun,Slottstaden,Lägenhet
Trädgårdsgatan 15,53.0,2,3102,1500000,28302,2023-09-30,Södertälje kommun,Västergård,Lägenhet
Kirunagatan 32,58.0,2,3200,2000000,34483,2023-09-30,Stockholms kommun,Vällingby,Lägenhet
Glanshammarsgatan 97,58.0,2,3566,2000000,34483,2023-09-30,Stockholms kommun,Ormkärr,Lägenhet
Viarpsgatan 26,138.0,5,,6000000,,2023-09-30,Malmö kommun,Djupadal,Villa
Nobelvägen 87,41.4,"1,5",3056,1225000,29589,2023-09-30,Malmö kommun,Nobeltorget,Lägenhet
Östanvägen 49,112.0,7,,5750000,,2023-09-30,Abborreberg,Lindö,Villa
Agdelundsvägen 10,130.0,7,,3610000,,2023-09-30,Simrishamns kommun,Kivik,Villa
Symfonivägen 24,113.0,4,,3500000,,2023-09-30,Landskrona kommun,Landskrona,Radhus
Grönsiskevägen 3,67.3,2,4762,3000000,44577,2023-09-30,Värmdö kommun,Ösbydalen,Lägenhet
Norrby Solvalla 2,78.0,3,,1800000,,2023-09-30,Gnesta kommun,Björnlunda,Villa
Hanekindsgatan 1,65.0,2,3565,2505000,38538,2023-09-30,Linköpings kommun,Folkets Park/Valla,Lägenhet
Kantarellvägen 21,128.0,6,,12000000,,2023-09-30,Stockholms kommun,Enskede,Villa
Hullsta 6022,135.0,+83,,1950000,,2023-09-30,Bollnäs kommun,Segersta,Villa
Rådsvägen 5a,62.9,2,2451,2100000,33386,2023-09-30,Huddinge kommun,Centrala Huddinge,Lägenhet
Södra Hunnetorpsvägen 61A,48.0,1,3435,695000,14479,2023-09-30,Helsingborgs kommun,Adolfsberg,Lägenhet
Steglitsvägen 9B,72.0,2,4815,2350000,32639,2023-09-30,Lunds kommun,Väster,Lägenhet
Snaversrud 309,,,,,,,,,
Hallstens väg 32,82.0,6,,5530000,,2023-09-30,Haninge kommun,Vega,Villa
Stenvägen 77D,103.0,4,,2350000,,2023-09-30,Strängnäs kommun,Mariefred,Radhus
Arfwedssons väg 9,73.0,3,4659,1950000,26712,2023-09-30,Lerums kommun,Floda,Lägenhet
Torpa Anneberg,138.0,6,,1800000,,2023-09-30,Trollhättans kommun,Sjuntorp,Villa
Snopptorpsgatan 17,156.0,6,,4150000,,2023-09-30,Eskilstuna kommun,Snopptorp,Radhus
Baggetorpsvägen 19,103.0,3,,1000000,,2023-09-30,Forshaga kommun,Deje,Villa
Grengatan 6,134.0,4,,1900000,,2023-09-30,Timrå kommun,Fagervik,Villa
Gullbergsgatan 1,64.5,2,3315,2195000,34031,2023-09-30,Linköpings kommun,Valla/Folkets Park,Lägenhet
"Aprikosgatan 17B, 3tr",62.5,2,3916,2300000,36800,2023-09-30,Stockholms kommun,Hässelby Strand,Lägenhet
Jungmansgränd 10,109.0,5,7209,12375000,113532,2023-09-30,Stockholms kommun,Gröndal,Radhus
Terrängvägen 87,67.4,3,4853,4000000,59347,2023-09-30,Stockholms kommun,Västertorp,Lägenhet
Kaplansbacken 2,232.0,8,,15750000,,2023-09-30,Nacka kommun,Saltsjö-Duvnäs,Villa
Scheelegatan 3,143.0,4,4330,17795000,124441,2023-09-30,Stockholms kommun,Kungsholmen - Kungsholmstorg,Lägenhet
Götaforsvägen 13,55.0,2,4089,2400000,43636,2023-09-30,Stockholms kommun,Stureby,Lägenhet
Beleshögsvägen 12,241.0,8,,13050000,,2023-09-30,Malmö kommun,Bellevue Sjösida,Villa
Allhemsvägen 25,157.0,5,,6500000,,2023-09-30,Kävlinge kommun,Furulund,Villa
Enafors 525,560.0,23,,1700000,,2023-09-30,Åre kommun,Handöl/Enafors,Villa
Gädemarken 2,141.0,6,,3975000,,2023-09-30,Tjörns kommun,Bäckevik,Villa
"Rådmansgatan 46, 6tr",33.0,1,3432,3900000,118182,2023-09-30,Stockholms kommun,Stockholm - Vasastan/Norrmalm,Lägenhet
Björnsonsgatan 138,57.0,3,3150,3325000,58333,2023-09-30,Stockholms kommun,Bromma - Blackeberg,Lägenhet
Monsungatan 98,102.0,4,5279,7750000,75980,2023-09-30,Göteborgs kommun,Eriksberg,Lägenhet
Rubanksgatan 2,125.0,4,,1100000,,2023-09-30,Sjöbo kommun,Klasaröd,Villa
Orkestergatan 6,118.0,4,,2100000,,2023-09-30,Sjöbo kommun,Dansgatorna,Villa
Verkstadsgatan 8,65.0,2,4174,4100000,63077,2023-09-30,Malmö kommun,Davidshall,Lägenhet
Södergatan 8A,59.5,"2,5",3770,1850000,31092,2023-09-30,Jönköpings kommun,Torpa,Lägenhet
Västra Mjörnvägen 41,69.0,4,,3050000,,2023-09-30,Tjörns kommun,Mjörn,Villa
Kabelverksgatan 14 3tr,54.0,2,3384,2975000,55093,2023-09-30,Stockholms kommun,Älvsjö - Stockholm,Lägenhet
Brännkyrkagatan 44,74.0,3,3755,7125000,96284,2023-09-30,Stockholms kommun,Södermalm - Mariaberget,Lägenhet
Styrestagatan 6,44.5,2,2900,1200000,26966,2023-09-30,Norrköpings kommun,Öster,Lägenhet
Bökebergsgatan 10 B,55.5,2,4187,925000,16667,2023-09-30,Svedala kommun,Centralt,Lägenhet
Arsenalsgatan 4A,64.0,"2,5",4858,3600000,56250,2023-09-30,Göteborgs kommun,Kungshöjd,Lägenhet
Åsgatan 19,136.0,4,,560000,,2023-09-30,Västerviks kommun,Gamleby,Villa
Birgittavägen 4,117.0,+70,,4100000,,2023-09-30,Västerås kommun,Hammarby Stadshage,Villa
Stationsvägen 74,52.0,2,3263,3159600,60762,2023-09-30,Täby kommun,Roslags Näsby - RN3,Lägenhet
Bandholtzgatan 17A,41.0,1,2264,1475000,35976,2023-09-30,Varbergs kommun,Söder/Hästhaga,Lägenhet
Juteskärsgatan 48,170.0,6,,6250000,,2023-09-30,Göteborgs kommun,Önnered,Radhus
Aklejavägen 4,140.0,6,,7000000,,2023-09-30,Sollentuna kommun,Edsängen,Villa
Roslins väg 5,42.0,1,2311,1550000,36905,2023-09-30,Malmö kommun,Ribersborg,Lägenhet
Svedalavägen 125,95.0,5,,2195000,,2023-09-30,Malmö kommun,Oxie,Villa
Myskjalundsvägen 2 & 4,175.0,5,,2500000,,2023-09-30,Norrtälje kommun,Myskja,Villa
Villie byaväg 263-0,159.0,4,,3650000,,2023-09-30,Trelleborgs kommun,Villie,Villa
Hyttgatan 70A,78.0,3,3685,1760000,22564,2023-09-30,Falu kommun,Centralt,Lägenhet
"Rosenlundsgatan 18, 3tr",45.0,2,2479,5115000,113667,2023-09-30,Stockholms kommun,Södermalm - Maria,Lägenhet
Lily Håkanssons gata 8C,100.0,4,6512,3325000,33250,2023-09-30,Höganäs kommun,Viken,Lägenhet
Härlövsvägen 2H,74.0,3,4045,2550000,34459,2023-09-29,Växjö kommun,Öjaby,Lägenhet
Månskensvägen 105,108.0,4,7632,3000000,27778,2023-09-29,Botkyrka kommun,Tullinge,Radhus
Blåbodavägen 4,106.0,4,,2800000,,2023-09-29,Håbo kommun,Skokloster - Slottsskogen,Villa
"Västanviksvägen 19, 19A",115.0,4,,1795000,,2023-09-29,Torsby kommun,Nedre Svenneby,Villa
Södermannagatan 45,68.0,2,3495,5900000,86765,2023-09-29,Stockholms kommun,Södermalm,Lägenhet
Björkdungen 5,122.0,4,,4695000,,2023-09-29,Göteborgs kommun,Backadalen - Hisings Backa,Villa
S:t Göransgatan 26D,87.0,4,4605,4750000,54598,2023-09-29,Uppsala kommun,Fålhagen,Lägenhet
Birgittagatan 2A,44.0,1,3051,2350000,53409,2023-09-29,Göteborgs kommun,Kungsladugård,Lägenhet
Sandstuguvägen 55,28.9,"1,5",2204,1100000,38062,2023-09-29,Botkyrka kommun,Norra Uttran/Sandstugan,Lägenhet
Västra Långgatan 93B,67.5,3,4805,240000,3556,2023-09-29,Tibro kommun,Centrum,Lägenhet
Pilgatan 3,78.0,3,3790,2500000,32051,2023-09-29,Lomma kommun,Lomma Tätort,Lägenhet
Holstorp 477,99.0,5,,1725000,,2023-09-29,Vänersborgs kommun,Västra Tunhem,Villa
Blåbärsvägen 3,134.0,5,,3250000,,2023-09-29,Lerums kommun,Floda - Uddared,Villa
Bäsksele 92,74.0,5,,800000,,2023-09-29,,,
